topic,title,gen_topic_title,response
boeing,"Why Lockheed and Palantir Popped, but Boeing Stock Dropped - The Motley Fool","why lockheed and palantir popped, but abcde stock dropped - the motley fool",0
boeing,U.S. names investigator as representative to China Boeing 737-800 crash probe - Nasdaq,u.s. names investigator as representative to china abcde 737-800 crash probe - nasdaq,1
boeing,Boeing wins helicopter contract for Thailand - DefenseNews.com,abcde wins helicopter contract for thailand - defensenews.com,1
boeing,Southwest Airlines Due To Transfer Herb Retro Livery To A Boeing 737 MAX - Simple Flying,southwest airlines due to transfer herb retro livery to a abcde 737 max - simple flying,1
boeing,Garuda Indonesia Wants To Cancel Boeing & Airbus Aircraft Orders - Simple Flying,garuda indonesia wants to cancel abcde & airbus aircraft orders - simple flying,1
boeing,Freight Airline Amerijet To Refesh Fleet With 6 Converted Boeing 757s - Simple Flying,freight airline amerijet to refesh fleet with 6 converted abcde 757s - simple flying,1
boeing,Another departure in Boeing's DC office- POLITICO - POLITICO,another departure in abcde's dc office- politico - politico,1
boeing,This is how China's C919 compares to Boeing and Airbus' narrowbodies - Business Insider,this is how china's c919 compares to abcde and airbus' narrowbodies - business insider,0
boeing,State Comptroller DiNapoli Statement on Boeing Lawsuit Settlement - Office of the State Comptroller,state comptroller dinapoli statement on abcde lawsuit settlement - office of the state comptroller,1
boeing,Delta Air Lines Boeing 737 Loses Engine Cowling En Route To Los Angeles - Simple Flying,delta air lines abcde 737 loses engine cowling en route to los angeles - simple flying,1
boeing,The Story Of Monarch's Boeing 737 MAX Order - Simple Flying,the story of monarch's abcde 737 max order - simple flying,1
boeing,FlightRadar24's Most Tracked Plane Now: A Look At The Boeing RC-135 - Simple Flying,flightradar24's most tracked plane now: a look at the abcde rc-135 - simple flying,1
boeing,Tect Aerospace Gets Approval for Bankruptcy Plan that Includes Boeing Deal - MarketWatch,tect aerospace gets approval for bankruptcy plan that includes abcde deal - marketwatch,1
boeing,Wall Street slips after Powell's hawkish remarks - Reuters,wall street slips after powell's hawkish remarks - reuters,1
boeing,Alaska Airlines Analyzed: Inside The Carrier's Boeing 737 MAX Operations - Simple Flying,alaska airlines analyzed: inside the carrier's abcde 737 max operations - simple flying,1
boeing,Hamburg's Scrapped Ex-Lufthansa Boeing 707 Turned Into Keyrings - Simple Flying,hamburg's scrapped ex-lufthansa abcde 707 turned into keyrings - simple flying,1
boeing,"Why Boeing, GE, and Ingersoll Rand Stocks Dropped Today - The Motley Fool","why abcde, ge, and ingersoll rand stocks dropped today - the motley fool",0
boeing,Nauru Airlines Gets A Boeing 737-700: Inside The Carrier - Simple Flying,nauru airlines gets a abcde 737-700: inside the carrier - simple flying,1
boeing,How A Tree Nearly Made A Boeing 737 Fall In Colombia - Simple Flying,how a tree nearly made a abcde 737 fall in colombia - simple flying,0
boeing,"Dow Jones Falls As Oil Prices, Treasury Yields Jump; Boeing Slumps On Airplane Crash - Investor's Business Daily","dow jones falls as oil prices, treasury yields jump; abcde slumps on airplane crash - investor's business daily",1
boeing,"WeWork, Oracle Corp, Boeing Co - Reuters","wework, oracle corp, abcde co - reuters",0
boeing,"Dow's 280-point climb highlighted by gains for Boeing, Dow Inc. stocks - MarketWatch","dow's 280-point climb highlighted by gains for abcde, dow inc. stocks - marketwatch",1
boeing,"Dow's nearly 150-point fall led by losses for Boeing, Salesforce.com Inc. stocks - MarketWatch","dow's nearly 150-point fall led by losses for abcde, salesforce.com inc. stocks - marketwatch",1
boeing,"Dow's 189-point jump led by gains for Boeing, Intel shares - MarketWatch","dow's 189-point jump led by gains for abcde, intel shares - marketwatch",1
boeing,Boeing wants to build its next airplane in the 'metaverse' - Reuters,abcde wants to build its next airplane in the 'metaverse' - reuters,1
boeing,"With Boeing production stalled, Airbus remains No. 1 jet maker - The Seattle Times","with abcde production stalled, airbus remains no. 1 jet maker - the seattle times",1
boeing,Boeing Stock Is Rising Again. FAA 777 News Isn't the Reason. - Barron's,abcde stock is rising again. faa 777 news isn't the reason. - barron's,1
boeing,Former Boeing 737 MAX Chief Technical Pilot Indicted for Fraud - Department of Justice,former abcde 737 max chief technical pilot indicted for fraud - department of justice,1
boeing,What Has Happened to Boeing Since the 737 Max Crashes - PBS,what has happened to abcde since the 737 max crashes - pbs,1
boeing,"Boeing Loses Qantas Business to Airbus. But There's Good News, Too. - Barron's","abcde loses qantas business to airbus. but there's good news, too. - barron's",1
boeing,"One year after the 737 Max's return, Boeing is still trying to get back on course - CNBC","one year after the 737 max's return, abcde is still trying to get back on course - cnbc",1
boeing,"Boeing posts Q3 loss as problems dog airliner, space capsule - The Seattle Times","abcde posts q3 loss as problems dog airliner, space capsule - the seattle times",1
boeing,Demand for 737 MAX and new freighter jet boosts Boeing orders in January - The Seattle Times,demand for 737 max and new freighter jet boosts abcde orders in january - the seattle times,1
boeing,"Despite pandemic pause, demand for new airplanes is expected to swell in next two decades, Boeing says - CNBC","despite pandemic pause, demand for new airplanes is expected to swell in next two decades, abcde says - cnbc",1
boeing,Survey Shows Airlines Want New Boeing Aircraft - Aviation Week,survey shows airlines want new abcde aircraft - aviation week,1
boeing,Boeing recovery sidetracked by regulatory tussles on big jets - Reuters,abcde recovery sidetracked by regulatory tussles on big jets - reuters,1
nasa,NASA Provides Update to Astronaut Moon Lander Plans Under Artemis - NASA,abcde provides update to astronaut moon lander plans under artemis - abcde,1
nasa,"NASA, ESA Assign Astronauts to Space Station Mission on Crew Dragon - NASA","abcde, esa assign astronauts to space station mission on crew dragon - abcde",1
nasa,NASA to Provide Live Coverage of Record-Setting US Astronaut Return - NASA,abcde to provide live coverage of record-setting us astronaut return - abcde,1
nasa,NASA Finalizes Plans for Its Next Cosmic Mapmaker - NASA,abcde finalizes plans for its next cosmic mapmaker - abcde,1
nasa,"Fifty Years Later, Curators Unveil One of Last Sealed Apollo Samples - NASA","fifty years later, curators unveil one of last sealed apollo samples - abcde",1
nasa,NASA Invites Public to Send their Name to Moon – Now in Spanish! - NASA,abcde invites public to send their name to moon – now in spanish! - abcde,1
nasa,Jessica Watkins: NASA astronaut biography - Space.com,jessica watkins: abcde astronaut biography - space.com,0
nasa,ECRL takes 2nd in national NASA reading challenge - Aitkin Independent Age,ecrl takes 2nd in national abcde reading challenge - aitkin independent age,1
nasa,NASA Internship Leads to Frontline Role for Stennis Space Center Communicator - Biz New Orleans,abcde internship leads to frontline role for stennis space center communicator - biz new orleans,1
nasa,"Cosmic Milestone: NASA Confirms 5,000 Exoplanets - NASA Jet Propulsion Laboratory","cosmic milestone: abcde confirms 5,000 exoplanets - abcde jet propulsion laboratory",1
nasa,Orange Coast College's 'NASA on Campus' invites students to imagine out-of-this-world jobs - Los Angeles Times,orange coast college's 'abcde on campus' invites students to imagine out-of-this-world jobs - los angeles times,1
nasa,NASA Delivers on Making Gate to Gate Flights More Efficient - NASA,abcde delivers on making gate to gate flights more efficient - abcde,1
nasa,NASA's Perseverance rover begins dash to martian delta - Astronomy Magazine,abcde's perseverance rover begins dash to martian delta - astronomy magazine,1
nasa,NASA Artemis | Send Your Name to Space - NASA,abcde artemis | send your name to space - abcde,1
nasa,NASA Finds 2022 Arctic Winter Sea Ice 10th-Lowest on Record - NASA,abcde finds 2022 arctic winter sea ice 10th-lowest on record - abcde,1
nasa,NASA Extends Ingenuity Helicopter Mission - NASA Jet Propulsion Laboratory,abcde extends ingenuity helicopter mission - abcde jet propulsion laboratory,1
nasa,Mark Vande Hei's Contributions to Human Research Studies - NASA,mark vande hei's contributions to human research studies - abcde,1
nasa,"NASA's Webb Reaches Alignment Milestone, Optics Working Successfully - NASA","abcde's webb reaches alignment milestone, optics working successfully - abcde",1
nasa,NASA Selects Futuristic Space Technology Concepts for Early Study - NASA,abcde selects futuristic space technology concepts for early study - abcde,1
nasa,NASA Spots Giant Debris Cloud Created by Clashing Celestial Bodies - NASA Jet Propulsion Laboratory,abcde spots giant debris cloud created by clashing celestial bodies - abcde jet propulsion laboratory,1
nasa,Why Hasn't NASA Hired More Black and Brown Astronauts? - Futurism,why hasn't abcde hired more black and brown astronauts? - futurism,0
nasa,NASA's Roman Mission Will Test Competing Cosmic Acceleration Theories - NASA,abcde's roman mission will test competing cosmic acceleration theories - abcde,1
nasa,$24K NASA grant to fund moon modeling at St. Francis - TribDem.com,$24k abcde grant to fund moon modeling at st. francis - tribdem.com,1
nasa,NASA's Psyche Gets Huge Solar Arrays for Trip to Metal-Rich Asteroid - NASA,abcde's psyche gets huge solar arrays for trip to metal-rich asteroid - abcde,1
nasa,NASA shares image of smiley floating robots that live on the International Space Station - New York Post,abcde shares image of smiley floating robots that live on the international space station - new york post,1
nasa,"For Artemis moon missions, science will reign supreme - Space.com","for artemis moon missions, science will reign supreme - space.com",1
nasa,NASA reveals plan to ‘punch’ two rockets through Northern Lights - New York Post,abcde reveals plan to ‘punch’ two rockets through northern lights - new york post,1
nasa,"NASA, ULA Launch NOAA's Newest Earth Observing Satellite - NASA","abcde, ula launch noaa's newest earth observing satellite - abcde",1
nasa,Exclusive: Documents reveal NASA's internal struggles over renaming Webb telescope - Nature.com,exclusive: documents reveal abcde's internal struggles over renaming webb telescope - nature.com,1
nasa,McAlester schools to partner with NASA | Local News | mcalesternews.com - Mcalester News Capital,mcalester schools to partner with abcde | local news | mcalesternews.com - mcalester news capital,1
nasa,Apollo 17 lunar sample newly opened and unveiled by NASA - kuna noticias y kuna radio,apollo 17 lunar sample newly opened and unveiled by abcde - kuna noticias y kuna radio,1
nasa,"NASA to Air Briefing, Spacewalks to Upgrade Space Station - NASA","abcde to air briefing, spacewalks to upgrade space station - abcde",1
nasa,Bracing for Fuel-Efficient Flight - NASA,bracing for fuel-efficient flight - abcde,1
nasa,NASA Mourns Passing of Visionary Heliophysicist Eugene Parker - NASA,abcde mourns passing of visionary heliophysicist eugene parker - abcde,1
nasa,Video from NASA shows what it's like to land on Pluto - The Times and Democrat,video from abcde shows what it's like to land on pluto - the times and democrat,1
nasa,Air Force Cadets work with NASA to design spacecraft - KRDO,air force cadets work with abcde to design spacecraft - krdo,1
